t;Respiration;GSR;Temperature;CFM
9.813;-13.897;-43.093;26.802;61
9.844;-13.904;-43.093;26.802;61
9.875;-13.881;-43.093;26.79;61
9.906;-13.865;-43.093;26.802;61
9.938;-13.865;-43.093;26.79;61
9.969;-13.889;-43.093;26.79;61
10.000;-13.951;-43.093;26.802;61
10.031;-14.045;-43.106;26.79;61
10.063;-14.349;-43.093;26.802;61
10.094;-14.302;-43.093;26.802;61
10.125;-14.271;-43.093;26.79;61
10.156;-14.263;-43.093;26.802;61
10.188;-14.248;-43.093;26.802;61
10.219;-14.232;-43.093;26.802;61
10.250;-14.193;-43.093;26.802;61
10.281;-14.17;-43.093;26.79;61
10.313;-14.177;-43.106;26.802;61
10.344;-14.162;-43.106;26.802;61
10.375;-14.146;-43.106;26.802;61
10.406;-14.146;-43.106;26.802;61
10.438;-14.154;-43.106;26.802;61
10.469;-14.131;-43.106;26.802;61
10.500;-14.341;-43.093;26.815;61
10.531;-14.318;-43.093;26.802;61
10.563;-14.287;-43.093;26.802;61
10.594;-14.271;-43.093;26.802;61
10.625;-14.279;-43.093;26.802;61
10.656;-14.216;-43.093;26.802;61
10.688;-14.201;-43.093;26.815;61
10.719;-14.201;-43.093;26.802;61
10.750;-14.185;-43.106;26.802;61
10.781;-14.154;-43.106;26.815;61
10.813;-14.115;-43.106;26.802;61
10.844;-14.084;-43.106;26.815;61
10.875;-13.998;-43.106;26.802;61
10.906;-13.936;-43.106;26.802;61
10.938;-14.162;-43.093;26.815;61
10.969;-14.115;-43.093;26.802;61
11.000;-14.06;-43.093;26.802;61
11.031;-14.045;-43.093;26.815;61
11.063;-13.943;-43.093;26.802;61
11.094;-13.858;-43.093;26.815;61
11.125;-13.787;-43.093;26.815;60
11.156;-13.725;-43.093;26.802;60
11.188;-13.647;-43.106;26.802;60
11.219;-13.569;-43.106;26.802;60
11.250;-13.483;-43.106;26.802;60
11.281;-13.429;-43.106;26.802;60
11.313;-13.366;-43.106;26.802;60
11.344;-13.319;-43.106;26.802;60
11.375;-13.53;-43.093;26.802;60
11.406;-13.429;-43.093;26.802;60
11.438;-13.358;-43.093;26.815;60
11.469;-13.28;-43.093;26.815;60
11.500;-13.218;-43.093;26.802;60
11.531;-13.132;-43.093;26.802;60
11.563;-13.062;-43.093;26.802;60
11.594;-13.007;-43.093;26.815;60
11.625;-12.945;-43.106;26.802;60
11.656;-12.875;-43.106;26.802;60
11.688;-12.812;-43.106;26.815;60
11.719;-12.75;-43.106;26.802;60
11.750;-12.719;-43.106;26.815;60
11.781;-12.656;-43.106;26.802;60
11.813;-12.867;-43.106;26.815;60
11.844;-12.797;-43.106;26.815;60
11.875;-12.688;-43.106;26.815;60
11.906;-12.664;-43.106;26.815;60
11.938;-12.664;-43.106;26.802;60
11.969;-12.617;-43.106;26.815;60
